Source,Relation,Target,Weight
those ranges of the himalaya,CONTAIN,"series of angular blocks, evidently transported",1
the snow-level,HAVE BEEN,lower than it is at present,1
the himalaya,COVER,forest on the slopes of the hills,1
many places,HAVE,"evident moraines occur, but in many places i have seen them at least three thousand feet lower than the terminations of the present glaciers",1
the valley of the indus,CONTAIN,"accumulations of boulders, which i believe to be moraines, occur as low as 6000 feet",1
glaciers,TERMINATE,inferiorly at the point where the waste by melting in any given time begins to exceed in amount the mass of solid ice which is in the same space of time pushed forward by the vis à tergo,1
the tibetan himalaya,HAVE,very different elevation,1
glaciers on the indian face of the same mountains,DESCEND,much lower in a moist climate than in the dry and arid tibetan climate,1
the umasi pass,SEEM FAVOURABLE FOR COMPARISON,the main glaciers on the opposite sides,1
the principal glacier,TERMINATE,"about 11,500 feet",1
a much more massive glacier,COME TO AN END ABRUPTLY,"14,000 feet",1
le,IS_NORTH_OF,parang pass,1
glaciers,DESCEND_LOWER_THAN,on the south side of a pass,1
chenab river,IS_SOUTH_OF,the himalaya,1
mountain ranges,RISE_FAR_ABOVE_THE_LINE_OF_PERPETUAL_SNOW,the axis of the kouenlun,1
captain strachey,FOUND_A_GLACIER_TERMINATING_AT_13000_FEET,in the valley of nubra,1
north-west india,BE COVERED WITH,perpetual snow,1
strachey,FURNISH,facts,1
humboldt,LAY DOWN,theoretical considerations,1
indian and tibetan himalaya,LIE WITHIN,temperate zone,1
periodical rains,BE DERIVED FROM,bay of bengal,1
kashmir and balti,START SNOWFALL IN WINTER AROUND BEGINNING OF DECEMBER,and continues until beginning of may,1
winter's wind,BLOWS FROM,westerly point,1
south-west wind,ADVANCES LOADED WITH VAPOUR UP,valley of the indus,1
atmosphere,CONTAINS,moisture,1
indus,FLOWS THROUGH,country,1
mountains,HAVE,snowy season,1
sun,BRINGS TO BEAR,mass of snow,1
summer,IS DRY IN,inner ranges,1
rainy season,MODIFIES THE ACTION,outermost snowy ranges,1
himalaya,HAS CRESTS THAT RISE TO,five and ten thousand feet,1
river-beds,ARE FROM SIX TO EIGHT THOUSAND FEET ABOVE,level of the sea,1
valleys,BECOME BARE OF SNOW FIRST,plain on the banks of the stream,1
banks,FACE THE SOUTH AND THEN BECOME BARE,snow,1
ravines,HAVE DENSE MASS OF SNOW THAT REMAINS FOR A LONG TIME,bottom of the glen,1
glen,IS SHELTERED FROM THE SUN,dense mass of snow,1
baltal,HAS_SNOW_BED,thick,1
zoji pass,IS_LOCATED_NEAR,sind valley in kashmir,1
baron humboldt,ENUMERATES_CAUSES,affecting the snow-level,1
strachey,REGARDS,the diminished amount of the winter's fall of snow as the main cause,1
himalaya,HAS_SNOW_LINE,"15,500 feet",1
captain herbert,ESTIMATES,"the snow-level on the southern slope of the cis-sutlej himalaya at 15,000 feet",1
basehir district,IS_REFERENCED_BY,captain herbert's estimate,1
trans-sutlej himalaya,HAS_SNOW_LEVEL,a little higher,1
chumba range,IS_BARELY_SNOW-TIPPED,throughout the year,1
pir panjal range,HAS_PERPETUAL_SNOW_AND_GLACIERS,on its northern slopes,1
north-west tibet,HAS_PRINCIPAL_RANGES_WITH_PERPETUAL_SNOW,every principal range attains the elevation of perpetual snow,1
kouenlun,LOCATE,tibet,1
snow,DESCEND,"17,500 feet",1
karabakoram pass,HAVE,large patches of snow,1
himalaya,AFFORD,instance of misconception,1
range,FOUND,lower on the north face than on the south,1
kamaon,HAVE,pass,1
chenab,BE,twenty miles distant,1
tibet,CONSIST,plutonic and metamorphic rocks,1
sections,EXPOSE,gigantic scale,1
rocks,PRESENT,finest field,1
molbil,PASS THROUGH,pashkyum river,1
limestone districts of zanskar,FOUND BY,gerard,1
"piti, hangarang, and bekhar",WELL-KNOWN TRACTS OF,limestone,1
nubra and the karakoram,CANNOT BE CONNECTED WITH,this line,1
"sandstones, slates, and conglomerates",RESEMBLE IN APPEARANCE,rocks of old red sandstone and greywacke series,1
limestones and associated rocks of the northern himalaya,EXIST AMONG,rocks of very different ages,1
western tibet,CONSTITUTE ONE OF THE MOST REMARKABLE FEATURES OF,alluvium-like formation,1
some of these beds,APPEAR TO PROVE,lacustrine origin,1
these deposits,BE DEPOSITED UNDER WATER,underwater,1
scotland,HAVE A STATE OF CIRCUMSTANCES WHICH APPEARS CAPABLE OF THROWING MUCH LIGHT ON THE NATURE OF,these deposits,1
narrow arms of the sea,STRETCH FAR INTO THE LAND AND ARE SEPARATED BY RUGGED AND GENERALLY STEEP RANGES OF METAMORPHIC OR PLUTONIC ROCKS,none,1
fresh-water lakes,DIFFER LITTLE IN ASPECT FROM,arms of the sea,1
long valleys,ARE FILLED WITH INCOHERENT SEDIMENTARY DEPOSITS AND BOUNDED BY STEEP MOUNTAINS,none,1
scotland,ELEVATION,himalaya,1
valleys,CONTAIN,marine fossils,1
mountain valleys,BE DESTITUTE OF,fossils,1
tibet,STATE,remarkable country,1
metamorphic rocks,ACQUIRE,configuration of mountain and valley,1
alibransa pass,LOCATION,463,1
alluvial deposits of dras valley,LOCATION,448,1
alluvial deposits of landar valley,LOCATION,309,1
alluvial deposits of phatu pass,LOCATION,445,1
alluvial deposits of piti valley,LOCATION,122,1
alluvial deposits of shayuk valley,LOCATION,190,1
alluvial deposits of shigar valley,LOCATION,262,1
alluvial deposits of tibet,LOCATION,491,1
alluvial deposits of zanskar,LOCATION,369,1
banahal pass,LOCATION,297,1
banahal valley,LOCATION,299,1
bardar pass,LOCATION,355,1
baspa river,LOCATION,75,1
berberry of tibet,LOCATION,211,1
borax plain of pugha,LOCATION,166,1
borendo pass,LOCATION,75,1
buddhist temple at nako,LOCATION,109,1
burang pass,LOCATION,75,1
butna river,LOCATION,348,1
"caper, wild, of sutlej valley",LOCATION,88,1
"chakor, or painted partridge",LOCATION,261,1
changrang pass,LOCATION,113,1
chatargarh district,LOCATION,346,1
chenab valley,LOCATION,"301, 345",1
climate of dras,DESCRIPTION,450,1
climate of chatargarh,DESCRIPTION,345,1
climate of kashmir,DESCRIPTION,282,1
climate of pashkyum,DESCRIPTION,446,1
climate of piti,DESCRIPTION,128,1
climate of tibet,DESCRIPTION,468,1
climate of zanskar,DESCRIPTION,363,1
"currant, tibetan",LOCATION,104,1
"cyperus, a species, in nubra",LOCATION,402,1
dras valley,LOCATION,"234, 264, 449",1
dras village and fort,LOCATION,"238, 267",1
elm of nubra,LOCATION,406,1
fish in hanle lake,LOCATION,152,1
fish in pugha stream,LOCATION,164,1
floods of shayuk,DESCRIPTION,200,1
gagar river,LOCATION,2,1
gambar river,LOCATION,"11, 12",1
garys pass,LOCATION,278,1
geology of tibet,DESCRIPTION,490,1
gerard's pine,LOCATION,"70, 73, 74",1
giri river,LOCATION,36,1
waterfall,FROZEN,dras,1
yarkand,ROAD TO/FROM,iskardo,1
rhododendrons,RECENTLY DISCOVERED IN,sikkim,1
annals and magazine of natural history,"RECOMMEND FOR ITS SCIENTIFIC, ITS PICTORIAL, AND ITS POPULAR VALUE",phycologia britannica,1
moore,GIVES,account of british ferns,1
john ralfs,WRITES,penzance nat. nereis australis,1
professor harvey,WRITES,illustrations of the algæ of the southern ocean,1
curtis's botanical magazine,COMMENCES,1786,1
sir william jackson hooker,CONTINUES,kew gardens miscellany,1
hooker's journal of botany,PUBLISHES,monthly numbers with a plate,1
flora antarctica,DESCRIBES,botany of the antarctic voyage of h.m. fitch,1
cryptogamia antarctica,DESCRIBES,cryptogamic botany of the antarctic voyage of h.,1
the esculent funsguses of england,TREATS,"history, uses, structure, nutritious properties, mode of cooking, preserving, &c.",1
book,HAVE,ornament,1
work,INCLUDE,new and valuable matter,1
plants,TELL,own stories,1
lichen,JOIN,ramble,1
oak,DISCOURSE,respective histories and uses,1
beech,DISCOURSE,respective histories and uses,1
chestnut,DISCOURSE,respective histories and uses,1
poplar,DISCOURSE,respective histories and uses,1
book,ADAPTED TO,study of either the artificial or natural systems,1
illustrations,ARE,nicely coloured,1
book,IS,"elegant, as well as useful present",1
author,FULFILLED ALL EXPECTATIONS,high reputation,1
botanist,PRODUCE,"volume such as few, if any other, botanists were capable of writing",1
john edward gray,KEEPER OF THE ZOOLOGICAL DEPARTMENT,british museum,1
adam white,F.L.S.,botanical catalogue,1
william thompson,PRESIDENT OF THE NATURAL HISTORY AND PHILOSOPHICAL SOCIETY,belfast,1
sir william jardine,BARONET,natural history and philosophical society,1
series,CONTAIN,"twenty-one plates, vignettes, and woodcuts",1
book,GET UP,beautiful manner,1
curtis's british entomology,BEING,illustrations and descriptions of the genera of insects found in great britain and ireland,1
insecta britannica,COMPRISING,familiar and technical description of the insects most common to the british isles,1
miss catlow's 'popular british entomology',CONTAINS,"introductory chapter or two on classification, brief generic and specific descriptions in english of above 200 of the commoner british species, together with accurate figures of about 70 of those described",1
popular history of mammalia,BY,"adam white, f.l.s., assistant in the zoological department of the british museum",1
the british palæozoic fossils,ADDED BY,professor sedgwick to the woodwardian museum,1
drops of water,DISPLAYED BY,the microscope,1
miss catlow,AUTHOR,book,1
ehrenberg,ILLUSTRATOR,plates,1
infusorial animals and plants,SUBJECT_OF,study,1
water,CONTAINER,infusoria,1
animalcules,SUBTYPE,infusoria,1
miss catlow,AUTHOR,works on botany,1
drops of water,TITLE,book,1
atlas,REVIEWER,book,1
spectator,REVIEWER,book,1
athenæum,REVIEWER,book,1
h.m.s. 'samarang',SURVEYING_VOYAGE_VESSEL,eastern archipelago and northern seas of china and japan,1
george gardner,AUTHOR,travels in the interior of brazil,1
royal botanic gardens of ceylon,ORGANIZATION,george gardner's work,1
brazil,COUNTRY,travels in the interior of brazil,1
westminster and foreign quarterly review,ABSTRACT_OF,discoveries of newton,1
western himalaya and tibet,TITLE_OF,narrative of a journey,1
flora of western eskimaux-land,TITLE_OF,adjacent islands,1
loodiana,HEIGHT_ABOVE,sea,1
wallich,COLLECTOR_OF,specimens,1
strachey,COLLECTOR_OF,specimens,1
author,RETURN_TO,england,1
author,COMPARE_SPECIMENS_OF,himalayan picea,1
author,DISSENT_FROM,opinion of their distinctness,1
moist himalaya,STATE_OF,long green-leaved,1
driest regions,STATE_OF,very short glaucous-leaved,1
author,DESCEND_OVER,ancient glacier moraine,1
author,NOTE_ON,transported blocks,1
hangarang pass,VIEW_OF,distant snowy mountains,1
major cunningham,ESTIMATE_HEIGHT_OF,snowy mountains,1
la,MEAN_AS,pass,1
dankar,APPEAR_AS,fort and village,1
major cunningham,ASCERTAIN_SURFACE_OF,lake,1
strachey,VISIT_DISTRICT_OF,1848,1
dr. thomson,EXAMINE_SPECIMENS_OF,borax and other saline products of tibet,1
this juniper,HAS,a very extended range in altitude,1
this juniper,BEING COMMON IN THE,drier parts of the himalaya,1
this juniper,MEETING WITH A HIGHER SUMMER TEMPERATURE,"even as high as 14-15,000 feet",1
juniperus excelsa,IS THE SAME AS,specimens in the hookerian herbarium,1
moorcroft's time,WAS A SMALL VILLAGE,this place,1
a species of vine,CLIMBED TO A GREAT HEIGHT ON THE,trees,1
my specimens,ARE SCARCELY DISTINGUISHABLE FROM,"vitis indica, l.",1
snurla,IS WRITTEN AS,le is written sle,1
nimo,IS WRITTEN AS,snimo,1
this plant,HAD A REMARKABLE DISEASE,which was confined to the lower extremities,1
captain strachey,ASCENDED THE NUBRA VALLEY TILL STOPPED BY THIS,glacier,1
excellent specimens of this singular alpine plant,"MAY BE SEEN IN THE MUSEUM OF THE ROYAL GARDENS AT KEW, COLLECTED BY",dr.,1
strachey,PROPOSES,call,1
the more western part of the cis-sutlej himalaya,TO BE CALLED,busehir range,1
tibet,NOT BE AN EXTENSIVE PLAIN,according to the usual idea,1
chinese geographers,DESCRIBE,all parts of tibet as more or less mountainous,1
strachey,SAY,the surface of gnari is for the most part extremely mountainous,1
captain strachey,SHOW,"an alluvial table-land of considerable extent exists, intersected by deep ravines",1
captains hodgson and herbert,MARK,the glacier of gangutri as 'great snow-bed or glacier',1
hügel's thermometer,INDICATE,6300 feet for the elevation of kashmir,1
jacquemont,OBSERVE,"barometric observations at le, which are 1000 feet in excess",1
vigne's thermometer,ERR,considerably in the opposite direction,1
project gutenberg,LICENSE,full project gutenberg license,1
you,COMPLY,terms of the full project gutenberg license,1
you,READ,this work,1
you,USE,project gutenberg electronic work,1
you,AGREE,all the terms of this license and intellectual property (trademark/copyright) agreement,1
the person or entity,REFUND,from whom you paid the fee as set forth in paragraph 1.e.8,1
you,HELP PRESERVE,free future access to project gutenberg electronic works,1
pglaf (the foundation),OWN,compilation copyright in the collection of project gutenberg electronic works,1
nearly all individual works,BE IN THE PUBLIC DOMAIN,in the united states,1
you (located outside the us),CHECK LAWS,"of your country in addition to the terms of this agreement before downloading, copying, displaying, performing, distributing or creating derivative works based on this work or any other project gutenberg work",1
the foundation,MAKE NO REPRESENTATIONS,concerning the copyright status of any work in any country other than the united states,1
you,CHECK,laws of the country,1
this ebook,CONTAIN,notice indicating that it is posted with permission,1
work,BE COPIED AND DISTRIBUTED,anyone in the united states,1
you,COMPLY,requirements of paragraphs 1.e.1 through 1.e.7,1
individual project gutenberg electronic work,BE POSTED WITH PERMISSION,copyright holder,1
you,COMPLY,both paragraphs 1.e.1 through 1.e.7 and any additional terms imposed by the copyright holder,1
project gutenberg electronic work,BE LINKED TO,the project gutenberg license,1
this electronic work,"NOT BE COPIED, DISPLAYED, PERFORMED, DISTRIBUTED OR REDISTRIBUTED",without prominently displaying the sentence set forth in paragraph 1.e.1 with active links or immediate access to the full terms of the project gutenberg license,1
you,"PROVIDE A COPY, A MEANS OF EXPORTING A COPY, OR A MEANS OF OBTAINING A COPY UPON REQUEST",work in its original format,1
any alternate format,INCLUDE THE FULL PROJECT GUTENBERG LICENSE,as specified in paragraph 1.e.1,1
you,"CHARGE A FEE FOR ACCESS TO, VIEWING, DISPLAYING, PERFORMING, COPYING OR DISTRIBUTING ANY PROJECT GUTENBERG WORKS",unless you comply with paragraph 1.e.8 or 1.e.9,1
you,PAY A ROYALTY FEE OF 20% OF THE GROSS PROFITS,derived from the use of project gutenberg works,1
royalty payments,SENT TO THE PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION,at the address specified in section 4,1
you,AGREE,to indemnify and hold,1
the foundation,BE,"harmless from all liability, costs and expenses",1
any agent or employee of the foundation,BE,"harmless from all liability, costs and expenses",1
anyone providing copies of project gutenberg electronic works,BE,"harmless from all liability, costs and expenses",1
"and any volunteers associated with the production, promotion and distribution of project gutenberg electronic works",BE,"harmless from all liability, costs and expenses",1
project gutenberg,BE SYNONYMOUS WITH,the free distribution of electronic works in formats readable by the widest variety of computers,1
the project gutenberg literary archive foundation,PROVIDE A SECURE AND PERMANENT FUTURE FOR,project gutenberg and future generations,1
you,LEARN,"about the mission of project gutenberg project gutenberg is synonymous with the free distribution of electronic works in formats readable by the widest variety of computers including obsolete, old, middle-aged and new computers.",1
the project gutenberg literary archive foundation,BE A NON-PROFIT 501(C)(3) EDUCATIONAL CORPORATION ORGANIZED UNDER THE LAWS OF THE STATE OF MISSISSIPPI,and granted tax exempt status by the internal revenue service,1
the foundation’s ein or federal tax identification number,BE,64-6221541,1
contributions to the project gutenberg literary archive foundation,BE,tax deductible to the full extent permitted by u.s. federal laws and your state’s laws,1
the foundation’s business office,BE LOCATED AT,"41 watchung plaza #516, montclair nj 07042, usa, +1 (862) 621-9288.",1
email contact links,BE FOUND AT,the foundation’s website and official page at www.gutenberg.org/contact,1
project gutenberg,DEPEND UPON,and cannot survive without widespread public support and donations to carry out its mission of increasing the number of public domain and licensed works that can be freely distributed in machine-readable form accessible by the widest array of equipment including outdated equipment.,1
the foundation,BE COMMITTED TO COMPLYING WITH THE LAWS REGULATING CHARITIES AND CHARITABLE DONATIONS,in all 50 states of the united states,1
project gutenberg literary archive foundation,VISIT,www.gutenberg.org/donate,1
we,KNOW,of no prohibition against accepting unsolicited donations from donors in such states who approach us with offers to donate,1
