Book,Source,RawRelation,Target,Action,Reason
Ladakh,avalokiteswara's robe,DEPICT,palaces and shrines,drop,legacy row without strict relation mapping
Ladakh,maitreya's robe,ADORN WITH,roundels representing events of sakyamuni's life,drop,legacy row without strict relation mapping
Ladakh,manjusri's robe,SHOW INSPIRATION FROM,tantric tradition,drop,legacy row without strict relation mapping
Ladakh,prajnaparamita,APPEAR ON SECOND STOREY ABOVE,head of manjusri image,drop,legacy row without strict relation mapping
Ladakh,tashi namgyal,REIGN DURING,none,drop,legacy row without strict relation mapping
Ladakh,sum-tsek,REQUIRE REPAIR AND RESTORATION WORK,none,drop,legacy row without strict relation mapping
Ladakh,mahakala,OVER,main doorway,drop,legacy row without strict relation mapping
Ladakh,prajnaparamita,ON,second storey,drop,legacy row without strict relation mapping
Ladakh,avalokiteswara,UPSTAIRS,attendant goddesses,drop,legacy row without strict relation mapping
Ladakh,sum-tsek,COMPARABLE TO,formal perfection of the mandalas,drop,legacy row without strict relation mapping
Ladakh,lha-khang soma,LESS ANCIENT THAN,sum-tsek's or du-khang s mandalas,drop,legacy row without strict relation mapping
Ladakh,alchi,SPECIAL BECAUSE OF ITS FIVE TEMPLES AND WONDERFULLY VARIED PAINTINGS,nothing,drop,legacy row without strict relation mapping
Ladakh,chos-kor,LOCATED IN THE MIDST OF,"oasis, hidden among the desert's dunes",drop,legacy row without strict relation mapping
Ladakh,tourist's anorak and camera,OUT OF PLACE,at alchi,drop,legacy row without strict relation mapping
Ladakh,monks,PRESERVING,"marvellous monument they had raised, in this remote spot",drop,legacy row without strict relation mapping
Ladakh,ri-dzong,FOUNDED ONLY A HUNDRED YEARS AGO TO GIVE FULL EXPRESSION TO THE MONASTIC IDEAL OF THE GE-LUGS-PA,nothing,drop,legacy row without strict relation mapping
Ladakh,main road along the indus,"LEAVING AT ULE-TOKPO, BETWEEN SASPOL AND NYURLA",track to ri-dzong,drop,legacy row without strict relation mapping
Ladakh,gompa,BE SITUATED AT,point,drop,legacy row without strict relation mapping
Ladakh,gompa buildings,RISE HIGH ABOVE,footpath,drop,legacy row without strict relation mapping
Ladakh,monks,BE LAID UNDER,discipline,drop,legacy row without strict relation mapping
Ladakh,ri-dzong,HAVE MURALS WITH INDIVIDUAL STYLE,same type,drop,legacy row without strict relation mapping
Ladakh,lama tshul-tim nyima,EXECUTE MURALS,life of sakyamuni,drop,legacy row without strict relation mapping
Ladakh,silver chorten,BE MADE AT,mang-gyu,drop,legacy row without strict relation mapping
Ladakh,ladakh's monastic treasures,BE OVERLOOKED BY ART HISTORIAN OR ANTIQUARIAN,ri-dzong,drop,legacy row without strict relation mapping
Ladakh,lamas,HAVE AIR OF PEACE AND DEDICATION,all too rare in many gompas,drop,legacy row without strict relation mapping
Ladakh,lamayuru,BE BELIEVED TO BE OLDEST MONASTIC SITE,central ladakh,drop,legacy row without strict relation mapping
Ladakh,yung-drung (‘swastika’),HAVE BEEN A HOLY PLACE OF BON-CHOS BEFORE ADVENT OF BUDDHISM,none,drop,legacy row without strict relation mapping
Ladakh,lamayuru,BE ONE OF THE MOST SPECTACULARLY PICTURESQUE GOMPAS,village,drop,legacy row without strict relation mapping
Ladakh,structure (oldest part),HAVE ICONOGRAPHY PLACES IT SQUARELY IN TIME OF SECOND SPREADING,none,drop,legacy row without strict relation mapping
Ladakh,lamayuru,LOCATION,rin-chen-zang-po's time,drop,legacy row without strict relation mapping
Ladakh,lingshed,ESTABLISHMENT,ge-lugs-pa,drop,legacy row without strict relation mapping
Ladakh,photoksar,LOCATION,abandoned gompa,drop,legacy row without strict relation mapping
Ladakh,wanla gompa,LOCATION,route between zanskar and lamayuru,drop,legacy row without strict relation mapping
Ladakh,mang-gyu,LOCATION,alchi,drop,legacy row without strict relation mapping
Ladakh,sumdah,LOCATION,alchi,drop,legacy row without strict relation mapping
Ladakh,tara,MANIFESTATION,copper-gilt,drop,legacy row without strict relation mapping
Ladakh,skyoba jigsten gonbo,GURU,dri-gung-pa,drop,legacy row without strict relation mapping
Ladakh,sumda,LOCATION_OF,three temples,drop,legacy row without strict relation mapping
Ladakh,alchi,CONTEMPORARY_WITH,the paintings,drop,legacy row without strict relation mapping
Ladakh,mulbekh gompa,SITUATED_ON,a crag,drop,legacy row without strict relation mapping
Ladakh,drug-pa and ge-lugs-pa,BELONGING_TO,two gompas,drop,legacy row without strict relation mapping
Ladakh,shergol,LOCATED_OFF_THE_MAIN_ROAD,on the other side of the wakha river,drop,legacy row without strict relation mapping
Ladakh,ngari rinpoche gompa,LOCATED_NEAR_BY,the main road,drop,legacy row without strict relation mapping
Ladakh,ladakh,LOCATION_OF,gyal gompa and the namika-la,drop,legacy row without strict relation mapping
Ladakh,the gompa,BE DESCRIBED AS,hermitage,drop,legacy row without strict relation mapping
Ladakh,the gompa,SITUATED,thirty metres above the village,drop,legacy row without strict relation mapping
Ladakh,the lama's living quarters,SERVES AS,verandah,drop,legacy row without strict relation mapping
Ladakh,the tiny chapel,CARVED OUT OF,the rock itself,drop,legacy row without strict relation mapping
Ladakh,gyal,NEED VISIT,to see paintings or images,drop,legacy row without strict relation mapping
Ladakh,rangdum and the gompas of zanskar,BE KNOWN AS,land of religion,drop,legacy row without strict relation mapping
Ladakh,the drug-pa claim,BELONG TO,stakna in the indus valley,drop,legacy row without strict relation mapping
Ladakh,"rangdum, karsha, stong-de and phugtal",BELONG TO,ge-lugs-pa,drop,legacy row without strict relation mapping
Ladakh,rangdum,DRAWS ITS SUPPORT MAINLY FROM,the villages on the south side of the stod river,drop,legacy row without strict relation mapping
Ladakh,one of the smaller temples,HAS A SERIES OF MURALS DATING FROM,the time of the monastery's foundation,drop,legacy row without strict relation mapping
Ladakh,the thousand buddhas,BE COVERED WITH,one wall,drop,legacy row without strict relation mapping
Ladakh,dzongkhul and sani,BELONG TO,the drug-pa,drop,legacy row without strict relation mapping
Ladakh,dzongkhul,BE HOME TO,famous yogins,drop,legacy row without strict relation mapping
Ladakh,dzongkhul,SITUATED NEAR THE FOOT OF,wide side valley,drop,legacy row without strict relation mapping
Ladakh,umasi-la,PRINCIPAL PASS ACROSS,great himalaya,drop,legacy row without strict relation mapping
Ladakh,temples,CONTAIN,thangkas and images of drug-pa lamas,drop,legacy row without strict relation mapping
Ladakh,tsilatse,HAVE,eleven-headed avalokiteswara and a beautifully painted chorten,drop,legacy row without strict relation mapping
Ladakh,sani,BELIEVED TO BE PERHAPS THE VERY OLDEST RELIGIOUS SITE IN,ladakh,drop,legacy row without strict relation mapping
Ladakh,kanika chorten,BASED ON ASSUMPTION THAT THIS NAME REFERS TO,kushan emperor kanishka,drop,legacy row without strict relation mapping
Ladakh,sani gompa,FOUNDED BY,padmasambhava,drop,legacy row without strict relation mapping
Ladakh,main temple,DEDICATED TO,guru lha-khang,drop,legacy row without strict relation mapping
Ladakh,karsha,VISIBLE FOR MILES FROM,central plain,drop,legacy row without strict relation mapping
Ladakh,karsha gompa,FOUNDATION ATTRIBUTED TO,padmasambhava,drop,legacy row without strict relation mapping
Ladakh,chuk-shik-jal temple,HAS WALL-PAINTINGS WHICH SEEM TO LINK IT TO THE FOUNDATIONS OF,rin-chen-zang-po era,drop,legacy row without strict relation mapping
Ladakh,du-khang,GOT INTERESTING MURALS EVIDENTLY OF SOME AGE,murals,drop,legacy row without strict relation mapping
Ladakh,lha-brang temple,HAS GOT INTERESTING MURALS EVIDENTLY OF SOME AGE,murals,drop,legacy row without strict relation mapping
Ladakh,stongde gompa,FOUNDED BY,marpa's disciple,drop,legacy row without strict relation mapping
Ladakh,stongde gompa,TAKEN OVER BY,ge-lugs-pa,drop,legacy row without strict relation mapping
Ladakh,it is a well-maintained and flourishing establishment,CONTAINS,seven temples,drop,legacy row without strict relation mapping
Ladakh,tshogs-khang,DECORATED WITH,paintings of rare beauty and delicacy,drop,legacy row without strict relation mapping
Ladakh,ge-lugs-pa temple,SITUATED ON,top of a mound of glacial debris,drop,legacy row without strict relation mapping
Ladakh,stagrimo,LOCATED ABOVE,"padum, the principal village",drop,legacy row without strict relation mapping
Ladakh,bardan,NOT MUCH FURTHER FROM,padum than karsha or stongde,drop,legacy row without strict relation mapping
Ladakh,gompa perches on a crag,RISING SHEER OUT OF,the river,drop,legacy row without strict relation mapping
Ladakh,du-khang,HAS SOME MURALS,which seem to date from about the time of the gompa's foundation,drop,legacy row without strict relation mapping
Ladakh,mune,LOCATED UP THE LUNGNAK GORGE IS THE SMALL GE-LUGS-PA GOMPA,whose two du-khang are decorated with fairly recent murals,drop,legacy row without strict relation mapping
Ladakh,phugtal,"IS OFF THE MAIN GORGE, ABOVE THE WATERS OF",the tsarap river,drop,legacy row without strict relation mapping
Ladakh,phugtal,MUST HAVE BEEN A RELIGIOUS CENTRE OF AT LEAST LOCAL IMPORTANCE FOR IN BOTH STYLE AND EXECUTION THE EARLY PAINTINGS AS WELL AS SOME OTHERS ATTRIBUTED TO THE SIXTEENTH CENTURY ARE SAID TO BE OF EXTRAORDINARY BEAUTY,tabo in spiti,drop,legacy row without strict relation mapping
Ladakh,jesuits,"WERE PART OF A JESUIT MISSION UNDER THE PORTUGUESE PRIEST, ANTONIO DE ANDRADE",in western tibet,drop,legacy row without strict relation mapping
Ladakh,tsaparang,BECAME THE HEADQUARTERS OF,a jesuit mission in 1625,drop,legacy row without strict relation mapping
Ladakh,prester john,ASSOCIATED_WITH,nestorian christians,drop,legacy row without strict relation mapping
Ladakh,nestorian christians,COMMUNITY_IN,central asia,drop,legacy row without strict relation mapping
Ladakh,jesuits,ESTABLISHED_MISSIONS_AT,courts of the emperors akbar and jahangir,drop,legacy row without strict relation mapping
Ladakh,pilgrims to mount kailash,COMPARED_RITUALS_WITH,catholic rituals,drop,legacy row without strict relation mapping
Ladakh,jesuits,PARTED_COMPANY_WITH,hindu pilgrims,drop,legacy row without strict relation mapping
Ladakh,the jesuits,CONTINUED_TRAVELING,over the 5600-metre mana pass into guge,drop,legacy row without strict relation mapping
Ladakh,fr. antonio de andrade,LEFT_TSAPARANG,at the end of august with a written commission from the king,drop,legacy row without strict relation mapping
Ladakh,the king,APPOINTED_CHIEF_LAMA,fr. antonio de andrade,drop,legacy row without strict relation mapping
Ladakh,fr. antonio de andrade,RETURNED_TO,agra early in november with two boys from tsaparang,drop,legacy row without strict relation mapping
Ladakh,the missionaries,PURSUED_EXISTENCE_IN,tsaparang for about five years,drop,legacy row without strict relation mapping
Ladakh,andrade,APPOINTMENT,head of the whole jesuit province of goa,drop,legacy row without strict relation mapping
Ladakh,andrade,REPORT,the facts about the feud between ladakh and guge,drop,legacy row without strict relation mapping
Ladakh,ladakh king,MARRIAGE,guge's second wife,drop,legacy row without strict relation mapping
Ladakh,guge,SUFFERING,from the depredations of the ladakhi army for eighteen years,drop,legacy row without strict relation mapping
Ladakh,lamas,INCITEMENT,the army to revolt,drop,legacy row without strict relation mapping
Ladakh,king's illness,TAKING ADVANTAGE OF,the opportunity to make war on guge,drop,legacy row without strict relation mapping
Ladakh,guge king,TRICKED INTO SURRENDER,and carried away by the ladakhis,drop,legacy row without strict relation mapping
Ladakh,two missionaries,TAKEN PRISONERS,to leh,drop,legacy row without strict relation mapping
Ladakh,brother manuel marques,HELD A PRISONER,in tsaparang by the new ladakhi administration,drop,legacy row without strict relation mapping
Ladakh,father francisco de azevedo,APPOINTMENT AS VISITOR TO THE MISSION,to proceed immediately to tsaparang and investigate the situation,drop,legacy row without strict relation mapping
Ladakh,azevedo,REALIZATION,"that the only hope of re-establishing the mission would be to gain the favour of the king of ladakh, sengge namgyal himself",drop,legacy row without strict relation mapping
Ladakh,they,LEAVE,tsaparang,drop,legacy row without strict relation mapping
Ladakh,azevedo,PEN,description of leh,drop,legacy row without strict relation mapping
Ladakh,leh,BE_BUILT,on the slope of a small mountain,drop,legacy row without strict relation mapping
Ladakh,leh,NUMBER,about 800 families,drop,legacy row without strict relation mapping
Ladakh,river,FLOW,to lahore,drop,legacy row without strict relation mapping
Ladakh,town,HAVE,mountain stream,drop,legacy row without strict relation mapping
Ladakh,he,WEAR,rather dirty upper garment of some red material,drop,legacy row without strict relation mapping
Ladakh,he,WEAR,mande of the same,drop,legacy row without strict relation mapping
Ladakh,he,WEAR,threadbare cap,drop,legacy row without strict relation mapping
Ladakh,he,HAVE,hair hung down to his shoulders,drop,legacy row without strict relation mapping
Ladakh,he,WEAR,string of skull-bones round his neck,drop,legacy row without strict relation mapping
Ladakh,he,SIT,on an ornamental carpet of crimson velvet,drop,legacy row without strict relation mapping
Ladakh,two priests,BE RECEIVED,courteously,drop,legacy row without strict relation mapping
Ladakh,two priests,REGALE,with butter-tea and tsampa,drop,legacy row without strict relation mapping
Ladakh,tsaparang mission,NOT_ABLE_TO_RECOVER,from the disastrous events of 1630,drop,legacy row without strict relation mapping
Ladakh,sengge,SEND,azevedo and oliveira away with kind words,drop,legacy row without strict relation mapping
Ladakh,azevedo and oliveira,COMPLETE,their amazing journey,drop,legacy row without strict relation mapping
Ladakh,they,PIONEER,"the route down to kulu valley and the punjab, via the tag-lang, lunga-lacha, bara-lacha and rohtang passes",drop,legacy row without strict relation mapping
Ladakh,they,GET_ACROSS,rohtang pass,drop,legacy row without strict relation mapping
