Source,Target,TotalWeight,Relations
kataks,denoting respectful greeting,1.0,presentation of which is a custom throughout the region of tibetan culture
many others,a village,1.0,situated near
they,the pattern of whose houses,1.0,complement
they,tier upon tier,1.0,rise
they,the landscape all around,1.0,dominate
they,a rabbit-warren of rooms,1.0,tend to be
the rinpoche,apartments at the top,1.0,has
the lamas,not oblivious of the crowds,1.0,go about their duties
the monks,yellow hats,1.0,wear
the ge-lugs-pa order,the teachings of padmasambhava,1.0,is based directly on
tilopa,naropa,1.0,had as disciple
marpa,mila-respa,1.0,was teacher to
tson-ka-pa,ge-lugs-pa,1.0,started_reform_movement
ka-dam-pa sect,atisa's teachings,1.0,founded_on_basis_of
ge-lugs-pa delegation,ladakh,1.0,arrived_in
first ge-lugs-pa monastery,spituk,1.0,founded_at
tikse and likir,ge-lugs-pa,1.0,taken_over_by
oldest gompas,none of these tibetan schools,1.0,belonged_to
alchi and lamayuru,tibetan schools,1.0,antedate_the_establishment_of
ge-lugs-pa establishment,alchi,1.0,took_care_of
ladakh gompas,neighbouring villages,1.0,main_links_with
lamas,religious services,1.0,provide
village,particular ceremonies and scriptural readings,1.0,benefit
lamas,evil spirits,1.0,exorcize
lamas,angry ones,1.0,placate
lamas,auspicious time for any undertaking,1.0,determine
village,material base,1.0,provide
families,monastic estates,1.0,farm
families,general fund or particular ceremonies,1.0,make periodic donations
families,lamas to their families,1.0,pay for professional services rendered
gompas,remarkable uniformity in wall-paintings,1.0,display
alchi murals,fascinating vignettes of secular life,1.0,contain
divinities and bodhisattvas,philosophy in graphic form,1.0,express
mandalas,figures of deities and bodhisattvas,1.0,replace
dharmapalas,guardians of the law,1.0,be
mahakala,divinity specifically associated with time,1.0,be
gon-khang,fierce deities,1.0,dedicate
lords of the four quarters,"vimdhaka, lord of the south",1.0,are represented by
"dhritarashtra, who rules the east",white and plays a lute,1.0,is
lord of the west,"virupaksha, who is red and carries a chorten in his hand",1.0,is
four kings,flowery gardens,1.0,sit in their
yamantaka,wheel of life,1.0,supports
green and white taras,in the gompas,1.0,are represented as
spituk,greatest devotion to the taras,1.0,has
"padmasambhava, atisa, tson-ka-pa",bodhisattvas,1.0,are often represented as
avalokiteswara (chen-re-zig),compassion,1.0,is personified as
vajrayana iconography,the images,1.0,describe
lamas,in a heavy rhythmical chanting,1.0,chant
incense sticks,among the lamas,1.0,be distributed
materials of worship,water and butter,1.0,be ceremonially brought in
lamas,with butter-tea,1.0,be refreshed
human being,in totality,1.0,be involved in worship
ladakh,the vajrayana in its original setting,1.0,survive
tashi namgyal's fort,by a lama from sankar gompa,1.0,be no longer inhabited
maitreya temple,including sakyamuni and padmasambhava,1.0,have recent paintings of figures
gon-khang,to the visitor with a powerful torch,1.0,be much more interesting
tashi namgyal,another tashi namgyal,1.0,has features identical to
persian art,tibetan art,1.0,similar in style to
mughal style,ladakhi nobility,1.0,current among
leh,the zanskar range and stok kangri,1.0,has a panoramic view of
dard castle,tashi's fort,1.0,remains of ancient fortifications
sankar gompa,"spituk's head lama, the venerable kushok bakula",1.0,residence of
spituk gompa,eleventh-century monastery,1.0,founded on site of
spituk gompa,ladakh,1.0,first ge-lugs-pa establishment in
du-khang,main gompa buildings,1.0,follows pattern of all such buildings without any features of particular interest
gon-khang,usual fierce guardian divinities,1.0,contains impressive images of
tson-ka-pa,rock-engravings,1.0,portrait_of
phiyang phiyang gompa,a small hill dominating the village of the same name,1.0,crown_a_small_hill
phiyang phiyang gompa,a valley just off the main road down the indus,1.0,situated_in
king tashi namgyal,one of the two dri-gung-pa monasteries in ladakh,1.0,founded
phiyang phiyang gompa,a large prayer-flag-pole,1.0,erected
gompa visitor,neatness and cleanness about phiyang,1.0,strike_an_impression_of
most gompas,torch,1.0,have
phiyang phiyang gompa,"the paintings, as soon as they show signs of becoming shabby, are replaced",1.0,upkeep
kashmiri buddhist bronzes,14th century or so,1.0,cannot_be_later_than
phiyang phiyang gompa,a collection of kashmiri buddhist bronzes and a few pieces of old arms and armour,1.0,have
the main shrine's walls,better view,1.0,have_paintings_on_the_upper_part_of
shey shey,ladakh,1.0,was_the_ancient_capital_of
sengge namgyal,leh,1.0,built_a_more_imposing_palace_at
shey,ladakh's heartland,1.0,location
shey,palace complex,1.0,containment
sakyamuni,copper-gilt image,1.0,image
deldan namgyal,temple,1.0,builder
swiss team,wall-paintings,1.0,restorer
shey's other main site,not more than three or four hundred metres from the palace hill,1.0,location
gyal katun,temple,1.0,builder
sengge namgyal,gigantic sakyamuni image,1.0,builder
chiling,craftsmen,1.0,settlement
the five buddhas of meditation,engraving on the rock-face,1.0,representation
tikse,ladakh,1.0,location
tikse,fifteenth century,1.0,establishment_date
tikse,ka-dam-pa,1.0,foundation_type
hemis,outside visitors,1.0,reputation
hemis,peaceful or 'religious',1.0,atmosphere
tikse,maitreya,1.0,temple_name
tikse,chon-kor,1.0,image_type
tikse,monks from the monastery of lingshed,1.0,painter
tikse,local artists,1.0,decorative_work
du-khang,courtyard,1.0,location
du-khang,terrifying deities,1.0,paintings
tourists,monasteries,1.0,visit
phiyang,festival,1.0,host
lamayuru,festival,1.0,host
thak-thak,festival,1.0,host
karsha,festival,1.0,host
hemis festival,padmasambhava,1.0,dedicate
lamas,dance-dramas,1.0,perform
visitor,scenes,1.0,observe
shawm,melody,1.0,play
eleven-foot horns,sound,1.0,moan
drums,sound,1.0,boom
cymbals,sound,1.0,clash
doll,tsampa,1.0,ritually dismember
demons,fragments,1.0,scatter
individual soul,process,1.0,purify
ladakhi spectators,festival,1.0,flock
gompa,1630s,1.0,found
stag-tsang-ras-pa,hemis gompa,1.0,found
sengge namgyal,hemis gompa,1.0,patron
namgyal kings and princes,pavilion,1.0,accommodate
visitor,du-khang,1.0,see
lamas,english,1.0,speak
lama shambhunath,enormous silver chorten,1.0,dedicated
old man of long life,cup of tea,1.0,pouring
elephant,monkey,1.0,supporting
monkey,rabbit,1.0,carrying
rabbit,bird,1.0,supporting
bird,fruit from a tree,1.0,pecking
chemrey,tributary valley of the indus,1.0,situated
stag-tsang-ras-pa,monastery,1.0,founding
sengge namgyal,monastery,1.0,patronage
luciano petech,actual founding of chemrey monastery,1.0,showing
guru rinpoche,new du-khang,1.0,household
padmasambhava,caves in ladakh,1.0,staying
matho,zanskar range,1.0,located_in
tikse,matho,1.0,opposite
bactrian magpie,ladakh,1.0,found_in
saskya-pa sect,matho gompa,1.0,represented_by
matho gompa,lamas,1.0,houses
du-khang,paintings of the lords of the quarters,1.0,contains
chapel on topmost storey,old thangkas,1.0,contains
matho gompa 'museum',robes and masks worn by the lamas,1.0,contains
matho gompa,annual festival of the oracles,1.0,famous_for
oracles,dramatic feats,1.0,perform
stok palace museum,family's heirlooms and relics,1.0,houses
avalokiteswara,bhutan,1.0,come_from
bronzes,kashmiri_style,1.0,belong_to
namgyal rulers,priesdy_functions,1.0,exercise
lama's hat,dance-dramas,1.0,worn_by
scriptures,lettering_in_pure_gold,1.0,filled_with
wooden blocks,endless_repetitions_of_om_mani_padme_hum,1.0,covered_with
sword,tashi_namgyal,1.0,twisted_by
fez-like hat,rinchen,1.0,worn_by
tea and changa sets,kings' daily life,1.0,used_in
chatelaine,gold,1.0,made_of
gyal khatun's necklace,queen,1.0,belonged_to
royal perak,queen,1.0,belonged_to
turquoise-studded shoulder ornament,jovo kunjo,1.0,belonged_to
ladakh,basgo,1.0,has capital
diogo d'almeida,ladakh,1.0,wrote account of
tibetan and mongol armies,indus valley,1.0,advanced towards
basgo palace,three years,1.0,withstood siege for
basgo palace,true,1.0,has perennial water-supply
leh and shey,basgo palace,1.0,have royal residences like
maitreya,"shrines at basgo, leh, and shey",1.0,is worshipped in
tshe-wang namgyal,maitreya,1.0,built temple for
sixteenth-century murals,temple at basgo,1.0,survive on
mahakala,main temple door,1.0,is depicted above entrance of
vajrapani,main temple door,1.0,usurps place above entrance of
lords of the quarters,position beneath bodhisattva,1.0,are translated to
court scenes,narrow frieze below lords,1.0,are depicted in
tshe-wang namgyal and family,kashmiri-mughal style,1.0,are dressed in
atisa,large figure on temple wall,1.0,is represented in
chorten,temple ceiling,1.0,is depicted as decorative frieze of
ser-zangs temple,buddhist scriptures,1.0,is dedicated to
sengge namgyal,kangyur and tenjur,1.0,dedicated temple as act of merit by
verandah,murals,1.0,have
buddha figures,landscape,1.0,be
buildings,roofs,1.0,have
river,place for bathing,1.0,be
musicians,present,1.0,be
elephants,present,1.0,be
temple,skalzang dolma,1.0,be dedicated by
murals,sakyamuni,1.0,show
divinities,yab-yum,1.0,be
ge-lugs-pa lama,uneasy,1.0,look
likir gompa,well-maintained,1.0,seem
ngari rinpoche,younger brother of the dalai lama,1.0,be embodied in
scripture,pigeon-holes,1.0,be kept
puja-room,beautiful images,1.0,have
head lama,private apartments,1.0,have
old images,in a bad state of repair,1.0,be
alchi,rin-chen-zang-po,1.0,foundation
alchi,kal-dan shes-rab,1.0,founding
alchi,ladakhi kingdom,1.0,establishment
rin-chen-zang-po,second spreading of buddhism in tibet,1.0,role
tabo,second spreading of buddhism in tibet,1.0,surviving monument
likir,alchi,1.0,maintenance
ge-lugs-pa monastery,alchi's maintenance,1.0,responsibility
likir monks,alchi,1.0,attendance
buddhist iconography,second spreading of buddhism in tibet,1.0,record
